PID,AdoptionSpeed
9886,2
9887,1
9890,1
9892,2
9893,2
9894,2
9896,2
9898,2
9904,3
9906,4
9911,2
9915,4
9921,2
9927,4
9928,3
9929,2
9930,1
9938,1
9939,2
9940,4
9956,4
9957,2
9966,4
9968,2
9971,4
9972,2
9977,2
9978,4
9983,4
9984,4
9989,4
9993,2
9995,1
9996,1
9997,2
10005,2
10008,2
10009,2
10010,2
10011,2
10012,3
10022,1
10024,2
10026,4
10027,4
10031,4
10032,4
10033,4
10036,4
10040,4
10044,4
10048,4
10049,2
10050,4
10052,2
10057,4
10067,4
10069,2
10070,2
10071,4
10074,2
10079,2
10086,2
10088,4
10093,4
10094,1
10097,1
10100,3
10102,1
10104,1
10112,1
10119,2
10122,2
10123,4
10125,4
10127,2
10130,4
10142,1
10145,4
10146,1
10148,2
10150,4
10154,2
10158,4
10159,4
10164,2
10176,2
10179,2
10186,2
10187,4
10193,4
10195,1
10196,2
10197,2
10206,4
10210,2
10214,2
10215,2
10221,4
10222,2
10226,2
10227,1
10232,2
10234,2
10236,2
10238,1
10245,4
10247,4
10248,4
10254,1
10258,1
10263,1
10264,2
10272,1
10274,2
10277,2
10282,2
10283,2
10295,4
10296,4
10299,4
10300,1
10301,2
10303,2
10305,1
10306,2
10308,2
10310,4
10312,2
10314,2
10318,1
10322,2
10329,4
10330,2
10335,4
10339,2
10343,2
10344,1
10347,2
10353,2
10356,2
10360,3
10361,1
10362,3
10363,4
10366,4
10371,2
10374,1
10378,2
10379,4
10380,1
10381,2
10383,2
10384,2
10387,2
10388,2
10389,4
10390,1
10395,4
10404,1
10410,1
10411,2
10414,1
10415,4
10424,2
10425,4
10427,1
10429,2
10434,2
10441,2
10442,4
10443,2
10445,4
10449,2
10450,1
10451,2
10452,4
10453,2
10454,1
10462,1
10463,2
10468,2
10471,2
10472,4
10474,2
10482,2
10485,4
10487,2
10502,4
10504,2
10508,2
10518,4
10519,2
10522,2
10525,2
10528,2
10530,4
10531,2
10532,4
10542,2
10543,2
10544,4
10546,1
10547,1
10554,2
10557,2
10559,2
10561,4
10565,2
10566,1
10568,4
10571,2
10574,2
10575,4
10576,3
10577,4
10579,3
10581,1
10587,2
10588,1
10590,2
10594,2
10595,4
10603,4
10607,4
10608,4
10609,2
10611,2
10616,1
10617,3
10623,4
10624,4
10626,4
10631,1
10635,3
10637,2
10638,4
10641,4
10643,2
10646,2
10647,2
10648,4
10650,2
10651,2
10652,4
10655,4
10662,2
10668,2
10670,1
10675,4
10676,2
10681,4
10683,1
10688,1
10690,4
10692,2
10694,3
10695,1
10696,4
10698,1
10703,4
10712,2
10713,1
10714,2
10723,2
10731,2
10732,1
10736,1
10741,1
10746,1
10747,2
10757,4
10759,3
10762,4
10764,4
10777,2
10778,2
10780,2
10782,4
10783,4
10784,1
10788,4
10790,2
10792,2
10798,3
10801,2
10803,2
10804,2
10808,2
10811,2
10813,2
10814,4
10816,4
10817,2
10822,4
10827,4
10828,4
10835,2
10837,2
10840,4
10842,4
10845,2
10847,4
10848,4
10853,1
10856,2
10858,4
10860,4
10865,4
10867,2
10874,1
10879,1
10888,2
10890,1
10892,2
10902,2
10908,2
10913,1
10914,2
10920,2
10924,3
10926,1
10929,2
10930,1
10933,2
10936,2
10947,2
10949,4
10951,2
10954,4
10955,3
10957,1
10959,4
10964,4
10971,2
10974,1
10976,2
10977,4
10982,2
10988,3
10992,1
10994,4
10996,1
11005,4
11007,4
11012,2
11014,4
11015,4
11017,3
11019,4
11020,2
11022,4
11028,2
11033,1
11034,2
11035,1
11038,2
11039,2
11042,2
11043,4
11045,4
11053,4
11054,4
11057,2
11059,3
11060,1
11062,2
11063,2
11071,2
11079,1
11080,2
11084,3
11086,3
11090,1
11091,1
11096,2
11097,1
11098,4
11099,1
11101,2
11102,2
11104,2
11106,2
11115,3
11116,4
11118,2
11120,4
11125,4
11126,4
11129,2
11130,2
11137,4
11139,2
11140,2
11141,4
11143,2
11148,2
11149,1
11154,2
11156,4
11162,2
11163,2
11170,4
11171,2
11172,4
11174,3
11177,1
11180,3
11181,2
11182,4
11185,3
11196,2
11199,2
11203,4
11204,4
11205,2
11206,4
11211,2
11214,4
11222,2
11223,4
11226,3
11227,2
11230,2
11237,4
11241,4
11245,1
11249,4
11251,3
11252,2
11253,2
11255,2
11258,2
11264,4
11265,4
11268,2
11278,4
11279,4
11282,2
11284,2
11286,4
11289,2
11293,1
11306,2
11308,4
11313,2
11314,1
11315,4
11319,4
11324,2
11328,3
11330,1
11332,2
11333,4
11338,4
11343,2
11345,2
11346,2
11349,1
11354,4
11357,4
11358,4
11360,4
11362,2
11365,4
11367,3
11369,4
11370,2
11372,4
11374,4
11376,1
11381,4
11387,1
11388,4
11394,4
11396,4
11402,4
11404,1
11416,1
11418,4
11420,4
11422,1
11424,2
11432,2
11434,3
11437,4
11438,1
11439,1
11445,4
11446,2
11449,4
11454,4
11458,2
11459,2
11469,4
11472,1
11474,4
11477,1
11479,2
11488,4
11490,1
11493,1
11499,4
11501,2
11505,1
11506,4
11512,3
11514,2
11518,3
11519,1
11525,1
11527,2
11530,4
11532,2
11535,2
11536,2
11539,2
11540,2
11542,3
11547,3
11549,4
11551,2
11552,4
11556,2
11557,2
11559,1
11562,1
11564,2
11569,2
11574,2
11577,2
11579,2
11582,4
11583,1
11588,3
11591,2
11594,1
11595,4
11601,2
11602,4
11603,2
11605,1
11610,1
11613,4
11615,2
11618,4
11626,2
11630,1
11631,4
11632,3
11633,4
11640,1
11641,2
11643,4
11649,2
11654,2
11656,4
11657,4
11660,2
11661,2
11663,2
11664,2
11667,4
11673,3
11684,4
11687,4
11692,2
11693,4
11697,2
11698,4
11706,4
11707,1
11710,4
11721,4
11727,1
11730,1
11735,4
11738,2
11743,2
11744,4
11751,4
11752,2
11756,1
11757,2
11758,4
11774,3
11778,2
11782,4
11783,4
11785,2
11786,3
11790,2
11792,4
11795,4
11803,2
11804,2
11806,4
11810,4
11811,4
11818,1
11820,4
11823,1
11824,1
11827,4
11831,4
11832,1
11833,2
11837,2
11842,1
11844,2
11846,2
11847,2
11849,1
11851,2
11852,2
11853,4
11858,4
11859,4
11860,2
11862,4
11863,2
11864,4
11870,2
11874,2
11875,2
11876,4
11879,4
11884,4
11897,4
11901,4
11904,4
11905,2
11906,1
11910,4
11913,2
11914,4
11915,2
11916,2
11917,2
11919,1
11920,1
11923,4
11925,1
11936,4
11943,4
11944,2
11945,2
11949,2
11950,1
11954,2
11955,4
11957,4
11959,2
11960,4
11961,4
11966,1
11969,3
11975,2
11977,2
11988,2
11989,4
11992,4
11994,1
11996,2
11998,2
12003,4
12005,1
12007,2
12009,2
12010,3
12012,2
12013,2
12017,4
12022,4
12023,3
12026,1
12032,1
12034,4
12037,3
12042,1
12044,2
12047,3
12048,1
12053,1
12054,4
12056,2
12060,1
12061,4
12064,3
12067,2
12068,2
12073,1
12075,2
12079,2
12093,2
12097,2
12098,2
12102,4
12103,2
12105,4
12106,2
12111,2
12113,4
12114,1
12117,1
12118,4
12119,2
12123,4
12125,1
12127,2
12136,1
12139,4
12141,1
12166,2
12167,2
12171,1
12173,1
12181,2
12185,4
12186,2
12192,1
12196,4
12201,2
12203,2
12206,2
12212,4
12213,4
12224,4
12231,2
12235,4
12236,4
12237,2
12239,2
12242,1
12243,4
12249,1
12251,2
12252,4
12254,2
12259,2
12260,1
12262,2
12264,2
12270,2
12272,1
12273,2
12276,3
12281,2
12285,4
12286,4
12292,2
12295,2
12300,4
12304,2
12307,2
12309,4
12319,4
12321,4
12325,2
12326,2
12328,1
12331,1
12332,2
12333,2
12338,4
12345,2
12347,2
12351,1
12356,2
12357,3
12360,4
12366,4
12369,2
12374,2
12375,4
12377,2
12379,1
12386,3
12388,4
12391,2
12393,3
12394,4
12400,4
12404,1
12408,4
12409,2
12411,2
12413,2
12418,2
12420,2
12425,1
12430,2
12432,4
12435,4
12440,4
12442,2
12447,2
12450,1
12451,1
12453,4
12461,2
12462,2
12463,2
12470,4
12480,4
12481,2
12484,2
12489,2
12490,4
12495,4
12498,2
12499,2
12500,4
12505,2
12507,2
12509,2
12511,1
12514,4
12517,3
12521,2
12537,4
12542,2
12549,2
12558,2
12560,2
12563,4
12565,4
12566,2
12570,4
12571,4
12580,4
12581,4
12582,4
12583,4
12587,2
12588,4
12589,2
12590,4
12604,2
12607,1
12608,4
12609,4
12614,2
12620,3
12621,2
12622,1
12627,4
12629,1
12634,2
12636,2
12637,1
12639,1
12642,2
12643,1
12649,2
12656,2
12659,2
12666,2
12667,2
12675,4
12677,4
12678,3
12680,2
12681,2
12685,2
12691,2
12693,2
12694,1
12697,2
12698,2
12702,4
12703,3
12705,2
12707,4
12717,2
12718,2
12722,2
12723,3
12725,4
12726,1
12727,1
12738,2
12739,2
12744,4
12747,4
12755,2
12757,2
12764,3
12767,1
12770,2
12777,4
12778,4
12781,4
12785,1
12787,1
12792,2
12793,2
12795,4
12796,3
12804,4
12805,1
12816,2
12817,2
12824,2
12826,4
12836,2
12840,4
12846,4
12847,3
12852,4
12856,2
12861,2
12865,2
12870,2
12871,2
12874,2
12880,4
12881,2
12888,4
12889,3
12893,3
12897,4
12898,4
12900,1
12903,4
12904,4
12907,4
12908,4
12909,1
12911,2
12912,4
12914,3
12920,4
12923,4
12929,2
12931,2
12935,4
12943,1
12948,4
12951,2
12955,4
12956,1
12957,4
12959,1
12962,2
12967,1
12971,2
12972,4
12974,2
12975,4
12979,2
12983,2
12985,2
12986,4
12990,2
12995,4
12997,2
13000,1
13002,4
13006,2
13007,2
13012,1
13014,1
13016,4
13019,4
13021,2
13022,4
13039,1
13042,2
13043,2
13048,4
13050,4
13052,4
13058,2
13060,4
13063,4
13068,3
13071,3
13074,2
13076,2
13078,4
13079,4
13083,4
13087,4
13094,1
13095,1
13103,2
13104,1
13107,4
13108,2
13118,4
13128,2
13135,2
13136,2
13138,2
13140,3
13145,2
13146,4
13148,2
13149,2
13158,2
13173,2
13175,2
13176,3
13185,4
13187,2
13188,2
13189,2
13190,4
13195,2
13196,2
13203,2
13205,2
13207,1
13209,2
13213,4
13218,4
13221,4
13222,4
13223,4
13227,2
13232,1
13235,1
13238,2
13239,1
13243,4
13244,2
13250,1
13260,1
13263,2
13265,1
13267,1
13268,4
13269,4
13274,4
13279,4
13280,2
13285,4
13286,2
13296,4
13297,2
13303,4
13307,1
13308,2
13318,1
13329,4
13333,1
13335,1
13336,2
13340,2
13350,2
13352,3
13355,1
13357,2
13358,2
13367,1
13368,2
13370,1
13376,1
13377,4
13379,3
13382,0
13393,4
13400,2
13407,4
13409,4
13414,4
13417,2
13418,3
13419,4
13420,4
13422,2
13424,4
13425,1
13427,2
13431,4
13435,4
13437,2
13438,4
13441,2
13442,2
13443,4
13445,1
13448,4
13450,1
13452,2
13455,4
13458,2
13460,2
13463,4
13467,2
13479,4
13484,4
13485,4
13490,4
13494,4
13496,4
13499,2
13505,4
13507,2
13511,1
13512,1
13513,4
13517,2
13523,1
13525,4
13526,4
13530,4
13537,2
13538,3
13541,4
13543,4
13548,2
13552,4
13554,1
13557,2
13568,2
13569,4
13572,2
13575,4
13578,1
13583,4
13586,2
13592,1
13593,2
13599,4
13611,2
13615,1
13622,2
13628,4
13629,4
13635,4
13636,4
13646,2
13655,2
13660,3
13665,2
13668,1
13669,4
13674,4
13677,2
13680,4
13681,2
13682,1
13684,1
13687,4
13689,4
13692,3
13696,2
13700,2
13701,2
13702,4
13708,4
13709,3
13712,1
13717,2
13721,2
13724,2
13725,4
13726,4
13727,4
13732,2
13733,4
13734,2
13736,4
13737,4
13739,2
13746,4
13748,4
13757,4
13763,2
13764,1
13768,2
13771,2
13772,4
13773,4
13774,4
13775,1
13778,3
13780,2
13786,4
13788,4
13793,2
13794,2
13795,2
13796,2
13798,1
13799,4
13800,1
13802,4
13804,4
13810,2
13822,2
13833,4
13836,4
13837,2
13839,4
13852,2
13855,1
13857,0
13863,2
13864,4
13866,2
13870,2
13873,4
13879,1
13885,4
13890,4
13891,4
13893,1
13898,3
13901,2
13903,4
13906,2
13908,1
13910,2
13913,2
13915,2
13916,2
13917,2
13918,2
13928,4
13931,2
13933,4
13937,4
13939,4
13945,2
13949,1
13950,4
13951,4
13952,2
13953,1
13954,1
13955,4
13962,2
13964,2
13965,1
13966,3
13967,4
13968,2
13972,1
13973,1
13974,1
13981,1
13984,4
13994,2
13996,4
13999,4
14004,2
14005,3
14009,1
14010,4
14011,2
14013,4
14016,4
14018,2
14020,1
14031,4
14032,2
14035,2
14048,2
14055,4
14057,2
14059,4
14060,4
14061,4
14064,1
14065,2
14066,2
14068,2
14073,1
14081,2
14082,4
14086,4
14090,2
14093,4
14095,2
14097,3
14099,1
14101,4
14104,2
14108,4
14110,4
14118,4
14125,4
14134,4
14141,2
14151,4
14154,2
14155,1
14156,2
14158,4
14162,2
14167,1
14170,4
14173,4
14174,2
14175,1
14182,4
14187,4
14193,4
14197,2
14198,2
14201,2
14202,4
14203,2
14204,4
14207,2
14208,4
14211,2
14213,3
14220,1
14221,2
14231,4
14233,2
14234,2
14235,4
14236,4
14240,3
14241,2
14242,2
14244,4
14247,2
14249,4
14251,3
14253,4
14254,4
14255,2
14257,1
14261,4
14263,1
14264,2
14266,4
14268,4
14278,1
14280,2
14287,4
14288,4
14290,2
14294,4
14295,1
14296,2
14299,1
14314,2
14315,1
14318,1
14324,4
14325,1
14335,3
14337,3
14343,4
14344,2
14356,1
14358,4
14359,2
14360,4
14361,2
14363,2
14366,4
14367,2
14368,4
14369,4
14370,4
14371,2
14372,2
14374,2
14375,1
14376,3
14380,3
14384,2
14385,4
14386,4
14391,4
14396,4
14398,2
14403,2
14408,1
14411,2
14416,4
14418,2
14420,2
14425,1
14426,2
14430,2
14431,4
14433,2
14434,4
14436,1
14443,2
14446,2
14449,2
14450,3
14453,2
14458,4
14459,4
14460,2
14461,2
14464,4
14467,2
14470,1
14471,2
14473,3
14476,2
14477,4
14487,2
14490,0
14491,4
14494,4
14496,4
14500,2
14501,4
14506,4
14508,1
14510,4
14511,4
14518,4
14520,2
14521,4
14522,2
14528,2
14531,2
14534,3
14538,1
14552,2
14553,4
14560,3
14563,1
14566,2
14567,2
14568,2
14571,2
14573,4
14576,2
14584,4
14586,2
14590,1
14591,2
14592,1
14595,2
14596,2
14597,2
14599,4
14604,4
14605,2
14606,4
14609,4
14611,4
14615,4
14618,2
14620,2
14623,2
14630,2
14631,2
14641,2
14642,2
14644,2
14646,3
14648,2
14655,2
14659,2
14660,4
14661,1
14671,1
14673,4
14677,4
14679,2
14682,3
14684,4
14687,2
14688,4
14690,4
14692,2
14700,1
14704,4
14716,4
14717,4
14724,2
14725,1
14728,1
14729,1
14730,4
14737,4
14738,2
14740,2
14742,4
14749,1
14755,1
14758,4
14761,1
14764,2
14767,4
14770,4
14771,2
14774,2
14775,2
14779,1
14780,2
14781,4
14782,2
14785,1
14786,2
14789,1
14795,3
14799,3
14800,2
14801,2
14802,4
14807,1
14809,1
14829,1
14832,4
14834,4
14837,4
14844,2
14845,4
14847,1
14850,4
14851,2
14852,4
14855,2
14859,2
14864,4
14873,4
14874,2
14877,4
14880,4
14885,1
14888,2
14889,3
14893,1
14904,1
14905,4
14912,4
14916,2
14918,2
14920,4
14921,2
14922,4
14926,1
14935,1
14936,1
14937,2
14939,1
14945,1
14952,4
14955,4
14956,4
14957,2
14961,4
14962,2
14965,1
14970,2
14979,4
14982,1
14984,1
14986,1
14987,4
14989,4
14990,1
